City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,omaruru,-21.4333,15.9333,73.96,59,88,3.85,NA,1675711610
282,saint-augustin,51.226,-58.6502,7.75,72,100,9.62,CA,1675711611
283,fare,-16.7,-151.0167,80.71,76,0,16.4,PF,1675711407
284,placido de castro,-10.3353,-67.1856,73.08,99,100,1.61,BR,1675711615
285,pevek,69.7008,170.3133,-34.33,100,100,3.29,RU,1675711427
286,key largo,25.0865,-80.4473,79.0,73,36,14.36,US,1675711617
287,kletskaya,49.3145,43.0584,14.05,93,79,8.57,RU,1675711619
288,sao miguel do araguaia,-13.275,-50.1628,87.31,58,45,1.01,BR,1675711496
289,rincon,32.296,-81.2354,67.96,33,0,5.75,US,1675711475
290,bukan,36.521,46.2089,33.51,89,76,6.55,IR,1675711623
291,port hardy,50.6996,-127.4199,44.78,93,100,16.11,CA,1675711468
292,mareeba,-17.0,145.4333,74.12,93,31,2.3,AU,1675711625
293,norsup,-16.0667,167.3833,79.84,82,100,7.4,VU,1675711627
294,samarai,-10.6167,150.6667,77.95,87,100,10.71,PG,1675711408
295,sakit,27.45,78.8167,62.2,52,0,5.14,IN,1675711629
296,margate,51.3813,1.3862,40.89,90,8,1.99,GB,1675711631
297,kupang,-10.1667,123.5833,77.97,84,98,11.14,ID,1675711541
298,beidao,34.5686,105.8933,39.38,47,97,2.62,CN,1675711633
299,kachiry,53.0675,76.1036,-8.82,100,95,4.65,KZ,1675711634
300,coruripe,-10.1256,-36.1756,81.66,69,100,13.38,BR,1675711636
301,calatayud,41.3535,-1.6432,38.64,76,29,4.52,ES,1675711637
302,itoman,26.1247,127.6694,68.4,94,100,11.5,JP,1675711646
303,huarmey,-10.0681,-78.1522,75.67,75,79,7.85,PE,1675711550
304,semey,50.4111,80.2275,6.08,95,59,5.12,KZ,1675711649
305,okhotsk,59.3833,143.3,-11.27,80,99,11.1,RU,1675711651
306,bethel,41.3712,-73.414,50.31,59,100,13.8,US,1675711475
307,savonlinna,61.8699,28.88,19.45,93,40,2.3,FI,1675711653
308,toro,4.6117,-76.0814,84.88,54,40,0.89,CO,1675711654
309,hermiston,45.8404,-119.2895,52.45,59,0,19.57,US,1675711655
310,mangaratiba,-22.9597,-44.0406,81.46,79,100,3.04,BR,1675711656
311,surt,31.2089,16.5887,55.78,53,93,7.31,LY,1675711634
312,catumbela,-12.4314,13.5472,77.07,80,100,5.41,AO,1675711658
313,mar del plata,-38.0023,-57.5575,73.83,61,0,17.27,AR,1675711485
314,the valley,18.217,-63.0578,80.82,65,20,18.41,AI,1675711540
315,meaux,48.9167,3.0,39.27,77,0,9.6,FR,1675711398
316,hofn,64.2539,-15.2082,35.62,87,100,16.11,IS,1675711369
317,mount gambier,-37.8333,140.7667,53.62,94,9,4.61,AU,1675711551
318,waipawa,-41.4122,175.5153,58.41,81,1,4.76,NZ,1675711391
319,moose factory,51.2585,-80.6094,12.2,57,100,14.97,CA,1675711554
320,palmer,42.1584,-72.3287,47.98,56,100,7.0,US,1675711666
321,yorkton,51.2167,-102.4677,33.64,80,40,26.46,CA,1675711626
322,belaya gora,68.5333,146.4167,-24.27,99,100,2.51,RU,1675711547
323,winnemucca,40.973,-117.7357,35.47,59,27,7.61,US,1675711669
324,taltal,-25.4,-70.4833,72.59,71,15,4.88,CL,1675711670
325,saint-georges,12.0564,-61.7485,82.08,74,75,23.02,GD,1675711521
326,launceston,-41.45,147.1667,52.16,85,0,6.91,AU,1675711673
327,abu samrah,35.3029,37.1841,44.33,78,85,25.99,SY,1675711622
328,saint-leu,-21.15,55.2833,77.86,78,70,3.58,RE,1675711676
329,magalia,39.8121,-121.5783,48.31,52,1,3.56,US,1675711676
330,doha,25.2867,51.5333,67.98,83,0,8.05,QA,1675711417
331,camopi,3.1655,-52.3158,77.31,96,93,4.85,GF,1675711679
332,quelimane,-17.8786,36.8883,82.35,83,40,3.44,MZ,1675711680
333,sandusky,41.3501,-83.1332,36.41,71,40,1.01,US,1675711681
334,nalut,30.3333,10.85,54.25,45,95,9.82,LY,1675711536
335,lujan,-34.5703,-59.105,93.13,34,0,7.0,AR,1675711684
336,naze,28.3667,129.4833,63.52,88,6,12.39,JP,1675711553
337,puerto leguizamo,-0.1934,-74.7819,83.21,67,76,5.7,CO,1675711685
338,aquidauana,-20.4711,-55.7872,82.58,65,74,2.68,BR,1675711685
339,urusha,54.05,122.9,-27.56,99,15,3.29,RU,1675711686
340,rocha,-34.4833,-54.3333,84.45,40,2,14.07,UY,1675711687
341,quatre cocos,-20.2078,57.7625,80.1,80,51,14.29,MU,1675711473
342,coahuayana,18.7333,-103.6833,89.22,40,0,7.27,MX,1675711602
343,pont-rouge,46.7566,-71.6978,24.42,72,91,2.1,CA,1675711689
344,clarence town,-32.5833,151.7833,73.85,96,9,2.01,AU,1675711494
345,nicoya,10.1483,-85.452,91.83,39,0,17.2,CR,1675711691
346,komsomolskiy,40.4272,71.7189,38.12,87,100,6.91,UZ,1675711672
347,bucerias,20.75,-105.3333,78.78,44,0,8.05,MX,1675711470
348,sisimiut,66.9395,-53.6735,-1.44,96,100,6.82,GL,1675711435
349,bandarbeyla,9.4942,50.8122,75.38,76,85,17.05,SO,1675711538
350,fuzhou,26.0614,119.3061,55.29,97,96,1.5,CN,1675711695
351,deputatskiy,69.3,139.9,-25.29,97,100,3.62,RU,1675711607
352,wilkie,52.4168,-108.7014,26.98,77,22,10.0,CA,1675711696
353,isangel,-19.55,169.2667,79.43,84,16,5.61,VU,1675711437
354,gryazi,52.4966,39.9359,10.62,96,54,5.91,RU,1675711698
355,wanning,18.8003,110.3967,71.87,91,55,2.51,CN,1675711558
356,balaghat,21.8,80.1833,65.07,30,0,1.32,IN,1675711631
357,greenock,55.9484,-4.7612,46.49,84,100,10.04,GB,1675711702
358,sangre grande,10.5835,-61.1177,82.36,78,100,11.07,TT,1675711703
359,marsh harbour,26.5412,-77.0636,73.44,64,0,15.12,BS,1675711603
360,slantsy,59.1182,28.0914,24.73,95,33,4.74,RU,1675711704
361,fujin,47.26,132.0322,-12.91,100,21,5.06,CN,1675711705
362,arzgir,45.3728,44.2206,28.04,95,100,15.41,RU,1675711706
363,locri,38.2414,16.2623,39.33,55,100,5.66,IT,1675711623
364,narsipatnam,17.6667,82.6167,66.78,60,17,2.3,IN,1675711708
365,sorong,-0.8833,131.25,78.1,84,100,6.22,ID,1675711709
366,bilibino,68.0546,166.4372,-34.85,100,98,1.43,RU,1675711712
367,pontes e lacerda,-15.2261,-59.3353,75.07,87,100,3.89,BR,1675711713
368,cabo san lucas,22.8909,-109.9124,82.71,42,0,4.61,MX,1675711031
369,bridgetown,13.1,-59.6167,82.89,65,40,20.71,BB,1675711441
370,najran,17.4924,44.1277,72.25,46,53,7.38,SA,1675711468
371,pisco,-13.7,-76.2167,82.45,65,0,19.57,PE,1675711612
372,banihal,33.4167,75.2,32.72,81,19,3.51,IN,1675711718
373,fez,34.0372,-4.9998,52.05,66,0,4.61,MA,1675711523
374,rostovka,55.3842,71.8891,-7.76,100,100,3.94,RU,1675711720
375,broken hill,-31.95,141.4333,70.32,34,4,10.31,AU,1675711721
376,gladstone,-23.85,151.25,75.13,78,89,10.36,AU,1675711573
377,aketi,2.7388,23.7833,78.08,36,9,1.95,CD,1675711723
378,kudahuvadhoo,2.6708,72.8944,81.03,75,100,7.61,MV,1675711724
379,honningsvag,70.9821,25.9704,38.95,87,100,29.93,NO,1675711478
380,ilek,51.5271,53.3831,-2.45,100,79,3.29,RU,1675711726
381,coquimbo,-29.9533,-71.3436,69.53,73,40,11.5,CL,1675711727
382,dubovskoye,47.4092,42.7575,23.58,80,100,14.99,RU,1675711728
383,la palma,33.8464,-118.0467,67.77,41,0,1.99,US,1675711729
384,hibbing,47.4272,-92.9377,32.4,39,75,11.5,US,1675711730
385,manaira,-7.7061,-38.1544,84.87,37,100,2.13,BR,1675711731
386,ternate,0.8,127.4,78.1,82,100,4.5,ID,1675711733
387,vredendal,-31.6683,18.5012,65.59,95,52,7.11,ZA,1675711734
388,bozhou,33.8772,115.7703,44.67,83,48,3.65,CN,1675711738
389,swan hill,-35.3378,143.5544,60.04,71,0,8.95,AU,1675711739
390,nokaneng,-19.6667,22.2667,76.8,59,100,3.96,BW,1675711740
391,nioro,13.35,-15.75,86.92,11,42,6.69,GM,1675711635
392,moyo,3.6609,31.7247,76.53,29,22,3.91,UG,1675711743
393,fugen,47.35,11.85,32.32,97,100,1.45,AT,1675711744
394,iskateley,67.6803,53.1512,-2.47,97,84,9.42,RU,1675711745
395,santa cruz,-17.8,-63.1667,87.85,55,40,16.11,BO,1675711635
396,salzkotten,51.6717,8.6009,33.67,90,40,5.75,DE,1675711747
397,gizo,-8.103,156.8419,80.37,84,100,16.08,SB,1675711521
398,sinegorye,62.0788,150.477,-30.87,100,99,0.63,RU,1675711750
399,vardo,70.3705,31.1107,30.18,93,100,39.12,NO,1675711716
400,grand gaube,-20.0064,57.6608,80.38,78,100,3.0,MU,1675711696
401,partanna,37.7278,12.8885,39.58,68,100,4.0,IT,1675711753
402,chaohu,31.6,117.8667,46.78,93,100,4.9,CN,1675711755
403,gornozavodsk,58.3758,58.3211,-0.38,100,99,1.77,RU,1675711594
404,luena,-11.7833,19.9167,62.76,94,100,3.98,AO,1675711757
405,dhidhdhoo,6.8833,73.1,80.56,75,100,8.28,MV,1675711758
406,pyaozerskiy,65.8333,31.1667,14.56,90,100,5.7,RU,1675711759
407,hamburg,53.55,10.0,31.89,93,6,2.3,DE,1675711398
408,outjo,-20.1167,16.15,70.25,44,71,12.44,NA,1675711763
409,bambous virieux,-20.3428,57.7575,80.22,83,40,6.91,MU,1675711510
410,asau,46.4333,26.4,24.28,94,73,4.97,RO,1675711552
411,viru,-8.4167,-78.75,84.45,52,27,10.56,PE,1675711767
412,katsuura,35.1333,140.3,50.77,61,100,2.91,JP,1675711497
413,te anau,-45.4167,167.7167,56.23,86,98,8.01,NZ,1675711769
414,sakakah,29.9697,40.2064,56.77,36,0,13.89,SA,1675711770
415,karsun,54.1994,46.9827,-2.94,100,98,0.83,RU,1675711771
416,hearst,49.6835,-83.6665,21.45,84,84,10.51,CA,1675711736
417,suifenhe,44.4,131.1667,2.17,87,5,4.68,CN,1675711773
418,harper,4.375,-7.7169,80.15,78,94,7.47,LR,1675711432
419,ust-ilimsk,58.0006,102.6619,4.14,98,100,3.91,RU,1675711775
420,san quintin,30.4833,-115.95,59.9,52,15,17.0,MX,1675711776
421,ulaangom,49.9811,92.0667,-9.06,97,100,2.39,MN,1675711547
422,bentiu,9.2333,29.8333,84.6,14,62,5.73,SS,1675711777
423,high rock,26.6208,-78.2833,73.42,64,0,14.67,BS,1675711636
424,bohicon,7.1783,2.0667,84.31,61,100,10.98,BJ,1675711779
425,san patricio,28.017,-97.5169,79.16,56,22,19.93,US,1675711558
426,zhigansk,66.7697,123.3711,-54.8,100,72,0.34,RU,1675711537
427,tallahassee,30.4383,-84.2807,74.08,40,0,8.05,US,1675711592
428,kibaya,-5.3,36.5667,60.42,88,100,1.1,TZ,1675711783
429,la paz centro,12.34,-86.6753,94.75,29,0,16.15,NI,1675711784
430,george,-33.963,22.4617,69.35,100,100,5.75,ZA,1675711785
431,bengkulu,-3.8004,102.2655,75.2,86,100,5.93,ID,1675711433
432,indramayu,-6.3264,108.32,79.61,81,100,9.84,ID,1675711706
433,ewa beach,21.3156,-158.0072,80.55,68,20,13.8,US,1675711789
434,port hedland,-20.3167,118.5667,82.45,83,5,6.91,AU,1675711750
435,bodden town,19.2833,-81.25,82.99,73,20,12.66,KY,1675711792
436,tura,25.5198,90.2201,58.89,42,0,2.71,IN,1675711681
437,saint-paul-les-dax,43.7272,-1.0516,46.78,72,8,4.61,FR,1675711795
438,totness,5.8833,-56.3167,78.85,82,38,11.77,SR,1675711538
439,aitape,-3.1374,142.3475,76.69,91,100,4.14,PG,1675711797
440,jalu,29.0331,21.5482,53.35,48,93,10.67,LY,1675711798
441,tari,12.4086,4.4914,86.59,12,100,10.65,NG,1675711615
442,berekum,7.4534,-2.584,87.93,28,93,2.46,GH,1675711800
443,koutsouras,35.0339,25.9469,44.11,84,48,25.12,GR,1675711801
444,andrelandia,-21.7397,-44.3092,76.15,82,97,3.15,BR,1675711803
445,filingue,14.3521,3.3168,84.47,14,99,9.55,NE,1675711803
446,lithgow,-33.4833,150.15,59.81,92,100,4.14,AU,1675711805
447,yerbogachen,61.2767,108.0108,-14.62,100,96,2.55,RU,1675711544
448,zemio,5.0314,25.1361,76.17,23,7,1.43,CF,1675711807
449,mabaruma,8.2,-59.7833,76.66,90,53,5.48,GY,1675711808
450,ilulissat,69.2167,-51.1,-3.98,77,75,6.91,GL,1675711694
451,bad hall,48.0383,14.2077,25.72,77,30,4.0,AT,1675711810
452,floro,61.5996,5.0328,45.97,70,75,17.27,NO,1675711811
453,san rafael del sur,11.8485,-86.4384,88.77,36,0,19.06,NI,1675711668
454,basoko,1.2391,23.616,77.74,47,40,3.27,CD,1675711812
455,ketchikan,55.3422,-131.6461,42.78,81,100,5.75,US,1675711737
456,changji,44.0167,87.3167,18.39,93,100,2.24,CN,1675711814
457,dudinka,69.4058,86.1778,-9.38,99,100,6.04,RU,1675711815
458,manzhouli,49.6,117.4333,-5.42,98,68,8.19,CN,1675711816
459,salalah,17.0151,54.0924,73.49,68,0,3.44,OM,1675711381
460,presidencia roque saenz pena,-26.7852,-60.4388,105.24,14,1,4.03,AR,1675711608
461,seoul,37.5683,126.9778,31.44,97,20,4.61,KR,1675711550
462,mournies,35.4764,24.0092,44.83,81,75,14.97,GR,1675711819
463,gunjur,13.2019,-16.7339,73.47,53,46,12.66,GM,1675711821
464,kiunga,-6.1219,141.2906,72.46,99,98,2.44,PG,1675711822
465,gazanjyk,39.2446,55.5154,47.79,57,1,12.28,TM,1675711823
466,pachino,36.7186,15.0907,44.76,66,93,10.29,IT,1675711824
467,ammon,43.4696,-111.9666,32.83,88,100,14.97,US,1675711583
468,tuatapere,-46.1333,167.6833,59.29,77,80,6.85,NZ,1675711543
469,cairns,-16.9167,145.7667,78.75,94,40,2.3,AU,1675711610
470,zigos,41.0167,24.3833,34.99,42,89,1.01,GR,1675711828
471,benito juarez,19.385,-99.165,70.14,16,0,5.01,MX,1675711829
472,corralillo,22.9819,-80.5856,80.96,59,8,11.9,CU,1675711831
473,sao filipe,14.8961,-24.4956,69.49,60,14,17.16,CV,1675711694
474,boguchany,58.3814,97.4531,-11.45,100,98,1.63,RU,1675711833
475,tres arroyos,-38.3739,-60.2798,84.96,33,71,16.62,AR,1675711834
476,barisal,22.7019,90.3711,63.91,74,4,5.99,BD,1675711835
477,nanortalik,60.1432,-45.2371,13.14,91,100,8.39,GL,1675711440
478,mpophomeni,-29.5682,30.1862,60.67,97,40,2.44,ZA,1675711836
479,ankara,39.9199,32.8543,32.92,68,100,1.99,TR,1675711821
480,banepa,27.6298,85.5214,50.32,82,20,3.44,NP,1675711838
481,port macquarie,-31.4333,152.9167,65.89,87,36,3.27,AU,1675711840
482,nantucket,41.2835,-70.0995,46.54,81,75,21.85,US,1675711651
483,saint-pierre,-21.3393,55.4781,78.48,73,0,8.05,RE,1675711635
484,maple creek,49.9168,-109.4848,37.45,56,13,10.36,CA,1675711843
485,itaituba,-4.2761,-55.9836,89.76,66,40,4.61,BR,1675711845
486,pitsunda,43.1592,40.3378,39.38,78,100,11.25,GE,1675711846
487,harbour breton,47.4833,-55.7983,32.41,98,100,1.52,CA,1675711847
488,tezu,27.9167,96.1667,63.88,52,100,3.53,IN,1675711517
489,general roca,-39.0333,-67.5833,94.62,22,47,2.57,AR,1675711670
490,wamba,8.9333,8.6,82.6,13,88,6.6,NG,1675711850
491,blackwater,-23.5833,148.8833,73.81,85,71,8.48,AU,1675711850
492,beaverlodge,55.2166,-119.4361,33.15,82,99,12.68,CA,1675711843
493,arlit,18.7369,7.3853,77.0,11,100,11.34,NE,1675711555
494,avera,33.194,-82.5271,67.55,37,0,2.55,US,1675711617
495,batouri,4.4333,14.3667,77.41,19,8,3.51,CM,1675711853
496,scarborough,54.2797,-0.4044,40.33,79,94,5.01,GB,1675711631
497,merrill,45.1805,-89.6835,35.82,68,0,10.36,US,1675711770
498,clyde river,70.4692,-68.5914,-27.17,68,20,4.61,CA,1675711453
499,cayenne,4.9333,-52.3333,80.64,78,75,12.66,GF,1675711662
500,hendaye,43.3717,-1.7738,46.74,73,20,3.44,FR,1675711749
501,jawhar,2.7809,45.5005,75.27,81,57,15.23,SO,1675711857
502,motygino,58.1831,94.7592,-14.49,100,100,1.77,RU,1675711858
503,portel,-1.9356,-50.8211,85.78,63,63,3.85,BR,1675711858
504,isla mujeres,21.2311,-86.731,73.45,70,21,8.93,MX,1675711859
505,trincomalee,8.5711,81.2335,78.01,84,67,12.06,LK,1675711632
506,campos do jordao,-22.7394,-45.5914,66.34,92,69,2.06,BR,1675711860
507,abu dhabi,24.4667,54.3667,69.91,76,0,5.75,AE,1675711664
508,bhadrachalam,17.6667,80.8833,67.71,49,100,2.75,IN,1675711861
509,wattegama,6.7989,81.4808,71.94,94,81,3.96,LK,1675711862
510,camacha,33.0833,-16.3333,56.62,58,40,18.41,PT,1675711863
511,cedeno,7.0464,-72.1634,83.37,56,92,0.87,CO,1675711866
512,swellendam,-34.0226,20.4417,73.18,84,72,7.92,ZA,1675711372
513,sao luiz gonzaga,-28.4083,-54.9608,97.2,12,0,6.71,BR,1675711868
514,brownsville,25.9018,-97.4975,80.6,67,75,23.02,US,1675711788
515,qandala,11.472,49.8728,74.62,76,83,5.97,SO,1675711871
516,vostok,46.4856,135.8833,-5.15,98,100,4.92,RU,1675711517
517,presidente franco,-25.5333,-54.6167,91.92,33,20,4.61,PY,1675711876
518,altay,47.8667,88.1167,18.1,91,100,4.12,CN,1675711878
519,faya,18.3851,42.4509,57.31,64,87,2.44,SA,1675711880
520,pallasovka,50.05,46.8833,13.35,92,63,10.02,RU,1675711882
521,ballina,-28.8667,153.5667,66.02,99,100,2.21,AU,1675711551
522,acapulco,16.8634,-99.8901,85.82,62,0,8.05,MX,1675711637
523,tshela,-4.9833,12.9333,70.95,96,42,0.74,CD,1675711886
524,banposh,22.25,84.8,59.49,35,1,0.87,IN,1675711889
525,vanderhoof,54.0166,-124.0198,38.08,83,63,9.37,CA,1675711813
526,hobbs,32.7026,-103.136,75.79,9,0,14.97,US,1675711896
527,awbari,26.5921,12.7805,54.34,46,74,9.48,LY,1675711900
528,guerrero negro,27.9769,-114.0611,61.52,58,99,25.12,MX,1675711629
529,kabompo,-13.5927,24.2008,65.75,94,100,4.16,ZM,1675711903
530,hobyo,5.3505,48.5268,76.6,80,11,16.93,SO,1675711843
531,san rafael,-34.6177,-68.3301,94.17,15,0,7.49,AR,1675711892
532,virtsu,58.5716,23.5115,29.98,89,70,8.23,EE,1675711911
533,terney,45.0503,136.6092,9.5,77,3,8.01,RU,1675711912
534,redlands,34.0556,-117.1825,63.14,32,0,12.66,US,1675711844
535,arica,-18.475,-70.3042,83.75,61,0,14.97,CL,1675711661
536,bhakkar,31.6253,71.0657,56.1,61,0,6.42,PK,1675711918
537,yokadouma,3.5167,15.05,76.15,22,100,0.92,CM,1675711920
538,chapais,49.7834,-74.8492,4.78,76,20,3.74,CA,1675711932
539,trinidad,-14.8333,-64.9,82.38,78,75,4.61,BO,1675711655
540,usinsk,65.9939,57.5281,-3.8,100,99,8.81,RU,1675711882
541,masuguru,-11.3667,38.4167,72.27,97,100,1.52,TZ,1675711947
542,glendive,47.1053,-104.7125,40.48,70,0,25.32,US,1675711954
543,tecoanapa,16.5167,-98.75,83.64,57,3,10.13,MX,1675711956
544,grafton,42.207,-71.6856,47.28,59,100,18.41,US,1675711957
545,ust-kuyga,70.0167,135.6,-40.76,100,100,4.65,RU,1675711959
546,vestmannaeyjar,63.4427,-20.2734,36.3,60,100,36.64,IS,1675711920
547,mayumba,-3.432,10.6554,78.85,81,69,4.38,GA,1675711702
548,borogontsy,62.6683,131.1683,-41.46,100,100,2.48,RU,1675711671
549,dingle,10.9995,122.6711,74.53,92,54,7.16,PH,1675711499
550,inirida,3.8653,-67.9239,85.35,67,61,0.63,CO,1675711807
551,olafsvik,64.8945,-23.7142,30.99,62,100,42.12,IS,1675711438
552,hornepayne,49.2138,-84.7705,26.35,88,98,11.95,CA,1675711970
553,dalvik,65.9702,-18.5286,35.53,79,100,13.27,IS,1675711796
554,kavaratti,10.5669,72.642,80.69,73,55,10.8,IN,1675711561
555,sinnamary,5.3833,-52.95,78.26,87,84,12.19,GF,1675711537
556,mackenzie,55.2999,-123.1698,35.82,80,100,20.71,CA,1675711572
557,saint-francois,46.4154,3.9054,38.64,70,75,10.36,FR,1675711595
558,prescott valley,34.5894,-112.3252,48.24,31,20,17.27,US,1675711684
559,steinbach,50.1667,8.5667,39.07,68,75,9.22,DE,1675711861
560,college,64.8569,-147.8028,-2.25,71,75,0.0,US,1675711619
561,thunder bay,48.4001,-89.3168,28.38,80,100,6.91,CA,1675711344
562,pandharpur,17.6667,75.3333,75.09,25,0,10.22,IN,1675712014
